videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt,parentId,commentId
d380meD0W0M,this is by far the funnies series u should do more ;-;,this is by far the funnies series u should do more ;-;,Derek,https://yt3.ggpht.com/ytc/AGIKgqM6t6aMiJETY_UAiCjxQsjqouQPYKKQTGBG_kZx72c=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC09yxOxSqGiI8tQQOA9GP2w,{'value': 'UC09yxOxSqGiI8tQQOA9GP2w'},True,none,0,2020-05-02T04:53:58Z,2020-05-02T04:53:58Z,,UgwUSOyxmU5HEtwGUSF4AaABAg
d380meD0W0M,"After you guys said derrik day, it turned <a href=""https://www.youtube.com/watch?v=d380meD0W0M&amp;t=9m45s"">9:45</a> in my place","After you guys said derrik day, it turned 9:45 in my place",landon,https://yt3.ggpht.com/Ejf1IbKfDzUA5sTEJDOzGC3BSsqKipou0X2W-Z5iQxDj0GHclRSWpAI1ugJr1kbUyxeI5LuB-w=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCG8cWGSXb4a32z5wceWMMSw,{'value': 'UCG8cWGSXb4a32z5wceWMMSw'},True,none,0,2020-05-02T04:45:09Z,2020-05-02T04:45:09Z,,UgxsryeLkl9DjaJwgCl4AaABAg
d380meD0W0M,I dare you to let everyone to get anything outside and lick it am I to late,I dare you to let everyone to get anything outside and lick it am I to late,zero-budget stuff,https://yt3.ggpht.com/cCl-dGHE0U7lXZ-3cDesykPi0VH10INRVhgJbr5n9Qmppekn5fShSVafFl2_8yOQqJOVzdQBQEI=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCk5aN5fJv24QVKVRk1M9M7w,{'value': 'UCk5aN5fJv24QVKVRk1M9M7w'},True,none,0,2020-04-29T14:31:19Z,2020-04-29T14:31:19Z,,UgwY9Rs2Csik85eCghl4AaABAg
d380meD0W0M,I love this video,I love this video,Ashlee Hill,https://yt3.ggpht.com/ytc/AGIKgqOg8l36lSsFhpXQ8bY4Q-SOOKBXvO45p72WgiwX=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCQ7All9ZjChS8Z04EHL7ViQ,{'value': 'UCQ7All9ZjChS8Z04EHL7ViQ'},True,none,0,2020-04-27T19:55:51Z,2020-04-27T19:55:51Z,,UgzRUPZTHXCbNcbehHB4AaABAg
d380meD0W0M,yeett,yeett,Chris Black,https://yt3.ggpht.com/ytc/AGIKgqOnVxuo9Zk9L2mLpuyYUvWGb7g-KknsGhlCdA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC0OENxCzS6w8jgMEB6IcDCA,{'value': 'UC0OENxCzS6w8jgMEB6IcDCA'},True,none,0,2020-04-24T13:45:13Z,2020-04-24T13:45:13Z,,Ugz5n0hyPWY1oGyO1Vl4AaABAg
d380meD0W0M,I dare you to box whoever you want,I dare you to box whoever you want,Isaac Obando,https://yt3.ggpht.com/nGtUuDlGiVtllAmpKXqgpvN7WK-CE___4JjV27Bl3FBHndwWlb_WcXZ86Xe-HgT9i5m4-fLj=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCuAwukRkZ5cFqtwWT62QpIQ,{'value': 'UCuAwukRkZ5cFqtwWT62QpIQ'},True,none,0,2020-04-21T21:49:03Z,2020-04-21T21:49:03Z,,UgzWruQC2xaZe000ywp4AaABAg
d380meD0W0M,October 17th Derrick day lol,October 17th Derrick day lol,Cody Huang,https://yt3.ggpht.com/ytc/AGIKgqNRN-KILbmAZshrUBOB1IvMS-KFB5du87SVR81bNA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCor6mAhzMEgy7OgiymZ_CxQ,{'value': 'UCor6mAhzMEgy7OgiymZ_CxQ'},True,none,0,2020-04-19T12:08:51Z,2020-04-19T12:08:51Z,,UgytuR-M2mVAjlsXBtt4AaABAg
d380meD0W0M,Danny Duncan liked this video,Danny Duncan liked this video,Noah Vanik,https://yt3.ggpht.com/ytc/AGIKgqOwP819LdSqb18e8FdQjJQRQhxivyr3JqcIvA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC2kStpO5N0jf35RhKnAyyLQ,{'value': 'UC2kStpO5N0jf35RhKnAyyLQ'},True,none,0,2020-04-13T15:18:11Z,2020-04-13T15:18:11Z,,UgyFvWYGCbHsr7cz8OV4AaABAg
d380meD0W0M,I thought the title says are you going Bladi,I thought the title says are you going Bladi,ProtoRhea,https://yt3.ggpht.com/B_mqcNv3ZuxEsB8bqBQ3gphweaHDxEo-CtGE8yoebk3LCLzsWLBdaaxXFkz4amA5ZyGZApnHlQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCZLPG4SPyFp7_VC7CW9XW9g,{'value': 'UCZLPG4SPyFp7_VC7CW9XW9g'},True,none,0,2020-04-13T13:20:21Z,2020-04-13T13:20:21Z,,Ugy4zZnFoyYgVVk_rGd4AaABAg
d380meD0W0M,"Dammmn, they were so reckless back then...","Dammmn, they were so reckless back then...",Chi Nguyễn Mai,https://yt3.ggpht.com/ytc/AGIKgqPoEbHH-eI_xDTURWKPTf88N7HOTanmMDdDm7-5=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC9JPl9V5QpqdnrCfXLgOgMA,{'value': 'UC9JPl9V5QpqdnrCfXLgOgMA'},True,none,0,2020-04-08T12:17:26Z,2020-04-08T12:17:26Z,,UgxjI3p8-wvl3RZdaVZ4AaABAg
d380meD0W0M,CRONAVIRUS BRO CRONAVIRUS ITS REAL,CRONAVIRUS BRO CRONAVIRUS ITS REAL,Robert Reyes,https://yt3.ggpht.com/ytc/AGIKgqO0hQjCFPxuZqWhqQ1fBQ6q_AHiLc1OFZMRA1D1Yg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCJfXy6oOw4I6ts8j7h2Vw-A,{'value': 'UCJfXy6oOw4I6ts8j7h2Vw-A'},True,none,0,2020-04-01T21:15:34Z,2020-04-01T21:15:34Z,,UgymjnjuDgM2H7febvd4AaABAg
d380meD0W0M,Where did he buy the extra hot cheto????,Where did he buy the extra hot cheto????,iPhone 8,https://yt3.ggpht.com/ytc/AGIKgqO1-qHaoDb00o16i8ZkXLrkqJXRpUa1Y4K2sJoG1w=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCkQ4q5fwzrnprhJ_8fFAO0Q,{'value': 'UCkQ4q5fwzrnprhJ_8fFAO0Q'},True,none,0,2020-03-29T13:49:36Z,2020-03-29T13:49:47Z,,UgxhJrdWd812Qe2rbi14AaABAg
d380meD0W0M,"<a href=""https://www.youtube.com/watch?v=d380meD0W0M&amp;t=2m26s"">2:26</a><br>Salmonella: Am I a joke to you?<br>Rest of video:<br>Bacteria: am i a joke to you?<br><br>Y&#39;all mad gross but it&#39;s mad funny lol","2:26
Salmonella: Am I a joke to you?
Rest of video:
Bacteria: am i a joke to you?

Y'all mad gross but it's mad funny lol",Arthur Toledo,https://yt3.ggpht.com/ytc/AGIKgqNNpOb-VRU79pPnc9rrm3TWw8b6Rky7IXhNuQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCsDhe8NxFAXFXG5r0GoL_YA,{'value': 'UCsDhe8NxFAXFXG5r0GoL_YA'},True,none,0,2020-03-29T05:21:30Z,2020-03-29T05:21:30Z,,UgwYT3iOzM9B7XzoAJ54AaABAg
d380meD0W0M,Yo its DERECK DAY,Yo its DERECK DAY,Haj Mardi,https://yt3.ggpht.com/ytc/AGIKgqNpozapvo5HSLpUT5uUeLPu67lZxE1obHD4BF7cMQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC_XqVTWd0jhzw3BKeUmFaqA,{'value': 'UC_XqVTWd0jhzw3BKeUmFaqA'},True,none,1,2020-03-28T11:20:27Z,2020-03-28T11:20:27Z,,UgzUV_2Pk3gY_Q03QFl4AaABAg
d380meD0W0M,Can&#39;t believe my birthday is derick day (I&#39;m sorry if I spelled it wrong,Can't believe my birthday is derick day (I'm sorry if I spelled it wrong,Star,https://yt3.ggpht.com/ytc/AGIKgqM9Roh4HQkmy98fX34XvRp2t-lWoWXTdg1ifV15Kg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCk0_FUA1NGxdJQkf0FlZnOw,{'value': 'UCk0_FUA1NGxdJQkf0FlZnOw'},True,none,0,2020-03-28T00:11:53Z,2020-03-28T00:11:53Z,,UgwwXbfyxUZMeimayvR4AaABAg
puqaWrEC7tY,"Songs in this video<br><br><a href=""https://www.youtube.com/watch?v=puqaWrEC7tY&amp;t=1m02s"">1:02</a>-<a href=""https://www.youtube.com/watch?v=puqaWrEC7tY&amp;t=1m45s"">1:45</a> Rockstar<br><br><a href=""https://www.youtube.com/watch?v=puqaWrEC7tY&amp;t=3m59s"">3:59</a>-<a href=""https://www.youtube.com/watch?v=puqaWrEC7tY&amp;t=4m39s"">4:39</a> Where Do I Hide<br><br><a href=""https://www.youtube.com/watch?v=puqaWrEC7tY&amp;t=5m23s"">5:23</a>-<a href=""https://www.youtube.com/watch?v=puqaWrEC7tY&amp;t=6m12s"">6:12</a> See You At The Show<br><br>By Nickelback","Songs in this video

1:02-1:45 Rockstar

3:59-4:39 Where Do I Hide

5:23-6:12 See You At The Show

By Nickelback",Julia White-Pigeon,https://yt3.ggpht.com/ytc/AGIKgqMSc4yzw8kjdg9bC0UwNpVptBwthmjsAumDBCqPXdauJItnIrdXWSl8cDI3cfPV=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCooKpq5A1DnCIWhctBFonaw,{'value': 'UCooKpq5A1DnCIWhctBFonaw'},True,none,2,2022-09-05T02:01:58Z,2022-09-05T02:01:58Z,,Ugw4x_NRg7zQGhjyl-N4AaABAg
puqaWrEC7tY,"Not a Nickleback fan, but the world needs to chill on them. They&#39;re alright.","Not a Nickleback fan, but the world needs to chill on them. They're alright.",Taylor The Hater,https://yt3.ggpht.com/x_LJieSYPq3JxRrLwSOiQRFkT2AX-ccqDhB1_QxACN8G9DGJtpTIkuAhh8B1zWgiCOR0p9ZCgQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC5pkzy9tDPFtfGf2AZSk8CQ,{'value': 'UC5pkzy9tDPFtfGf2AZSk8CQ'},True,none,3,2022-02-11T04:15:13Z,2022-02-11T04:15:13Z,,UgzyRlj1yRp1BOobXtB4AaABAg
puqaWrEC7tY,"Got a criminal record.<br>Yes, NO!!<br>LMAO","Got a criminal record.
Yes, NO!!
LMAO",Bam Brenda,https://yt3.ggpht.com/m1Ib4I7Q1gw5nzSVMeCDd4ERnDuATeQs8Mqo7EUq53DAstnkdqImnmJmiedh_RqcAvutYBs7=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCotrA6plM-9fqYQnjweD4Xg,{'value': 'UCotrA6plM-9fqYQnjweD4Xg'},True,none,1,2021-12-22T00:22:57Z,2021-12-22T00:22:57Z,,UgwFiLPa5w1Xh_LKk9N4AaABAg
puqaWrEC7tY,Love how Link is just happy to listen to them,Love how Link is just happy to listen to them,Nightmare Hour,https://yt3.ggpht.com/wP96YtgVQuV0vaS5Kzq6MnT7Wm44DTFYxLBBu-fn2y_wRegxtx0ZoVqp9S75vfRjqD-1pr2nSA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCobKfkggftEKBKlV6meb4kQ,{'value': 'UCobKfkggftEKBKlV6meb4kQ'},True,none,1,2021-11-13T03:39:32Z,2021-11-13T03:39:32Z,,UgwpEcOmChZOYTJxLRx4AaABAg
puqaWrEC7tY,love me some nickelback!!,love me some nickelback!!,chey cat,https://yt3.ggpht.com/ytc/AGIKgqPoZGTuy70QB8M1IKvhwxRoEeR5bSr-voQZcw8lEw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCiETEyeTAoW4n37oASw55Pw,{'value': 'UCiETEyeTAoW4n37oASw55Pw'},True,none,0,2021-04-16T17:44:44Z,2021-04-16T17:44:44Z,,UgxAAwf4lJ3H1XWm2yd4AaABAg
puqaWrEC7tY,The title to this game is easily the best title y’all have come up with.,The title to this game is easily the best title y’all have come up with.,J. Gee,https://yt3.ggpht.com/ytc/AGIKgqP9M40Ma6Gk5KBMjtvsFupwTQrDLzAf-qZ5N9ybVQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC81UYM6-xlEtM_Ubau72s4Q,{'value': 'UC81UYM6-xlEtM_Ubau72s4Q'},True,none,0,2021-02-03T03:07:05Z,2021-02-03T03:07:05Z,,UgwZLzJK5MRj-grqlzt4AaABAg
puqaWrEC7tY,"<a href=""https://www.youtube.com/watch?v=puqaWrEC7tY&amp;t=4m00s"">4:00</a> link got something to tell us??",4:00 link got something to tell us??,Sage,https://yt3.ggpht.com/6OoVThuX7PFeNkqm1RMgcG4FcV9Ln6LT2HKrIXNXol19e2DJJJOCFaw_79lczZNrftp057yz=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCZwQ6uS9h4IU5YiGMwz9OSw,{'value': 'UCZwQ6uS9h4IU5YiGMwz9OSw'},True,none,0,2020-12-20T20:27:48Z,2020-12-20T20:27:48Z,,UgxGEFUFfOmW2FeJAxJ4AaABAg
puqaWrEC7tY,I quite like Nickelback. I will happily sing along.,I quite like Nickelback. I will happily sing along.,Sophie Grace,https://yt3.ggpht.com/ytc/AGIKgqOeiOhXvDONOzelPlMjajccL_NJG-PMCjuwCI07gw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCC0lYWEoMzEkaxS_czHziIQ,{'value': 'UCC0lYWEoMzEkaxS_czHziIQ'},True,none,0,2020-09-21T14:04:01Z,2020-09-21T14:04:38Z,,Ugwg9RzjbC-VX5Zm0Nd4AaABAg
puqaWrEC7tY,I have a confession<br><br><br><br><br><br><br>I like nickelback,"I have a confession






I like nickelback",Zombiezarr Zar,https://yt3.ggpht.com/ytc/AGIKgqNsOoLtYYQn5OitJSZg2QUiRi7oG197GBM5yA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCDpf6jKZNIgcV3EhOsQxuKw,{'value': 'UCDpf6jKZNIgcV3EhOsQxuKw'},True,none,2,2020-08-27T06:09:56Z,2020-08-27T06:09:56Z,,Ugz7nnCFnuU_iMZzrbB4AaABAg
puqaWrEC7tY,I actually like nickleback. Haha.,I actually like nickleback. Haha.,toFELIPwithLove,https://yt3.ggpht.com/Q_YvQ2WbFCih-PCpQtXCK61nKObIf6EMZZ7kYmdb4XpqIX8kq5-F9hN5d1HhSPqkYivD4ek2fR0=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCJjgQU6SZY28DAlZfGi-ZEg,{'value': 'UCJjgQU6SZY28DAlZfGi-ZEg'},True,none,0,2020-08-25T04:18:58Z,2020-08-25T04:18:58Z,,Ugy8VmEdMBv0LIux8914AaABAg
puqaWrEC7tY,I love Nickelback,I love Nickelback,Caitlin Acors,https://yt3.ggpht.com/ytc/AGIKgqOAtlNK4xt2PnsF2g1VgG_hnS0GfJvfUdYfsA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCgrSmQgKENMztSX0toyTaPQ,{'value': 'UCgrSmQgKENMztSX0toyTaPQ'},True,none,0,2020-07-07T03:35:07Z,2020-07-07T03:35:07Z,,UgzSSZAQ58q2dEpfoqt4AaABAg
puqaWrEC7tY,Gonna say this. Im a nickelback fan.,Gonna say this. Im a nickelback fan.,Flamecrew9 At roblox,https://yt3.ggpht.com/ytc/AGIKgqMvVhGecC2iZO3xK_kKXVtrxhYdaXPc2XhnxS0o=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCS6ia_hz5IMMRhOz-yaaeOA,{'value': 'UCS6ia_hz5IMMRhOz-yaaeOA'},True,none,0,2020-05-06T12:34:09Z,2020-05-06T12:34:09Z,,UgyM-kSn9DDVJmAMTvF4AaABAg
puqaWrEC7tY,I’m Sad That Doug Judy Left :( probably has to steal some cars :/,I’m Sad That Doug Judy Left :( probably has to steal some cars :/,Stars Magic Alien,https://yt3.ggpht.com/ytc/AGIKgqNtgdvM4oMTL7pwe8ZgT9_15iuIJfO8VFePOPZl=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC-NL4hY1RdQUKQayGYR6foQ,{'value': 'UC-NL4hY1RdQUKQayGYR6foQ'},True,none,2,2020-04-12T20:45:17Z,2020-04-12T20:45:17Z,,UgybnGXPCYsdJlz_o_d4AaABAg
puqaWrEC7tY,Linkelback,Linkelback,Navid,https://yt3.ggpht.com/hKZQPNx4eX6UIrsqWto6WXk_tiTtyOuxE1RNin9oDB0zP6ugqGu0MSqcoBLNKWcC6uYsPHnjJw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC7C74UzIGAHgncW0BPJq8PQ,{'value': 'UC7C74UzIGAHgncW0BPJq8PQ'},True,none,0,2020-02-09T16:09:21Z,2020-02-09T16:09:21Z,,UgxM2LbE8HRZD79E3054AaABAg
puqaWrEC7tY,I can&#39;t be the only one who&#39;s willing to admit I still listen to Nickelback from time to time? Why does their music have to be technically perfect to be fun to jam to now and again?,I can't be the only one who's willing to admit I still listen to Nickelback from time to time? Why does their music have to be technically perfect to be fun to jam to now and again?,ArinInQuotes,https://yt3.ggpht.com/ytc/AGIKgqNV2xoOFHXIDeWvwJqRK3v5kVfI5CHe-zW5youv=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCatyFDZ0P41gUCbbHgDBFNQ,{'value': 'UCatyFDZ0P41gUCbbHgDBFNQ'},True,none,3,2020-02-08T18:50:05Z,2020-02-08T18:50:05Z,,Ugy5k4qYPXRIL65h6MB4AaABAg
puqaWrEC7tY,I love nicklback,I love nicklback,James Keating,https://yt3.ggpht.com/ytc/AGIKgqOfMbFIS2FV_jmn9bboSPWnOsmRA7tE8rRrMYSA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCuacMS-Etx8-3gvrnLjN_uA,{'value': 'UCuacMS-Etx8-3gvrnLjN_uA'},True,none,0,2020-01-29T21:53:11Z,2020-01-29T21:53:11Z,,UgwcdyPrZRfHi0IpbpN4AaABAg
puqaWrEC7tY,You know it’s sad when I think that first song is rockstar,You know it’s sad when I think that first song is rockstar,Grant Widmann,https://yt3.ggpht.com/ytc/AGIKgqMAXX-msaz4rZ-gCt_ct_kJNDoZY2FaR6dSTg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCr8ENrwYaBF0_hgjkaVde7g,{'value': 'UCr8ENrwYaBF0_hgjkaVde7g'},True,none,0,2020-01-09T00:24:02Z,2020-01-09T00:24:02Z,,Ugx-QIT7cJlB2DcR_J54AaABAg
puqaWrEC7tY,rhett: got a criminal record...<br>link: yes... NO!!!,"rhett: got a criminal record...
link: yes... NO!!!",aimee,https://yt3.ggpht.com/ytc/AGIKgqNC6A_haWdHzCQuCc6vwZW_9xckE1vAdQFmTlRVaQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCv8nXnaPAORvl_MgLQ3Sj4g,{'value': 'UCv8nXnaPAORvl_MgLQ3Sj4g'},True,none,1,2020-01-07T04:24:19Z,2020-01-07T04:24:19Z,,Ugzy70z06ae9YaiMhcZ4AaABAg
puqaWrEC7tY,Y didn’t they say good mythical morning,Y didn’t they say good mythical morning,Jaysoddfutr,https://yt3.ggpht.com/AHHDqARJX_jh4W5W8xdj4RDcSpKlteO6hCTeKD_rRyMjrb2i86FZ7dNfrSbk-z7rNBt2Pl3b=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCnjYZKgCh6qkjwJ646UHCgA,{'value': 'UCnjYZKgCh6qkjwJ646UHCgA'},True,none,0,2019-11-10T11:04:31Z,2019-11-10T11:04:31Z,,UgyrxXyVbHFP9uur7YV4AaABAg
puqaWrEC7tY,I like nickelback ways have,I like nickelback ways have,Paul M,https://yt3.ggpht.com/xwmFkjY29fFuxRxcBEuUAsOS-CErXPnjlUyEmP_a-sMMMOEiOs8d2jFFPYZh4tijySkJNpEkwS8=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCJ_3eeVqg4m7rBT3Gk-kdWQ,{'value': 'UCJ_3eeVqg4m7rBT3Gk-kdWQ'},True,none,0,2019-11-09T15:13:03Z,2019-11-09T15:13:03Z,,UgzK5OynfC2uZ-fJpsV4AaABAg
puqaWrEC7tY,I want my nickle back.,I want my nickle back.,Dracos002,https://yt3.ggpht.com/spBsPaCKgeAc1Z_FiN9xK40G_nEuBOR8eOr6806rI79DyRImYrgJlFWSWoJMfAqQgCxrlwjcwpo=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCSWAC9QWmYv6nDoGy4m-Aeg,{'value': 'UCSWAC9QWmYv6nDoGy4m-Aeg'},True,none,0,2019-10-23T16:10:17Z,2019-10-23T16:10:17Z,,UgwmZ4D6xZOrPwQMijh4AaABAg
puqaWrEC7tY,Why donpeople dump on Nickelback,Why donpeople dump on Nickelback,FlameFlamedramon VA,https://yt3.ggpht.com/ytc/AGIKgqNlJz0F0aegWfmZDZppFwCIUm-ktFX5IzNhOEsJ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCcxKHb8Jw0XlW7mKqSG2x-A,{'value': 'UCcxKHb8Jw0XlW7mKqSG2x-A'},True,none,0,2019-10-21T04:25:24Z,2019-10-21T04:25:24Z,,UgzM2Ok5dTf9E-3wYZl4AaABAg
puqaWrEC7tY,I love how into this link is; I like nickleback and got all of these actually 😂,I love how into this link is; I like nickleback and got all of these actually 😂,Kaila Michalke,https://yt3.ggpht.com/ytc/AGIKgqNGpilGYTFtMDjgmeLOBCSByjUOhscpAWAumPzV=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCOtDsUiy26hbfwAXEpLabVA,{'value': 'UCOtDsUiy26hbfwAXEpLabVA'},True,none,0,2019-10-05T09:29:58Z,2019-10-05T09:29:58Z,,Ugyr1yN5li7TZS7vrkt4AaABAg
puqaWrEC7tY,I’ve never agreed with Rhett in an episode more in my life,I’ve never agreed with Rhett in an episode more in my life,Sassafrastick,https://yt3.ggpht.com/wI4rTtQhRdggNwZRnJfCmvr21rdDK2NRIsqNrVRCKYzh1BEHKpum9AeCYqjJSPHUjIHhBo9Baw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC89Zt8BLM8_2STzq55gQZlg,{'value': 'UC89Zt8BLM8_2STzq55gQZlg'},True,none,1,2019-09-24T14:05:13Z,2019-09-24T14:05:13Z,,Ugyv_zKxJ77lufdA9O94AaABAg
puqaWrEC7tY,Puddle of dudd,Puddle of dudd,Cari Miller,https://yt3.ggpht.com/ytc/AGIKgqMv3CBMxAHnGzNzg57wWk9TMzdZSPUxxlokpHo05Q=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC_5WWSbbcbtg5XC7LOHWglA,{'value': 'UC_5WWSbbcbtg5XC7LOHWglA'},True,none,0,2019-09-22T18:26:21Z,2019-09-22T18:26:21Z,,UgzoiD57avAf4-C36fd4AaABAg
puqaWrEC7tY,Your Version of punishment is my Version of paradise,Your Version of punishment is my Version of paradise,Space_Ace_1,https://yt3.ggpht.com/ytc/AGIKgqNvavjQQQgsA9U5OmbN-KvEYgLOt6hdzdndaw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCYaZdJFIl3ftHa_vrnJ55ww,{'value': 'UCYaZdJFIl3ftHa_vrnJ55ww'},True,none,0,2019-09-12T12:33:21Z,2019-09-12T12:33:21Z,,UgzpY0YllxyVWD9kggV4AaABAg
puqaWrEC7tY,These guys are as douchey as nickleback,These guys are as douchey as nickleback,Sharon J,https://yt3.ggpht.com/OICawnBsbouxvagH-8YJKEbWMR7_1KE6uqRwXDPiHjbyhFEDk-YfLjdDWMxH8-YbYkTNkgg7q-M=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCRqrEBTRhQWU5p9VVNkuupw,{'value': 'UCRqrEBTRhQWU5p9VVNkuupw'},True,none,0,2019-09-09T02:49:40Z,2019-09-09T02:49:40Z,,Ugz5FuudM07WNxfHNP54AaABAg
puqaWrEC7tY,Look at dis graph,Look at dis graph,amelia robinson,https://yt3.ggpht.com/ytc/AGIKgqMMs_0bXNhgMtW193Dk9U73UMVIe5vnYrFloiPC=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCuNTpPZR6xr7cT8EwNw4kig,{'value': 'UCuNTpPZR6xr7cT8EwNw4kig'},True,none,0,2019-08-05T17:00:10Z,2019-08-05T17:00:10Z,,Ugx3O-qvMIk8NfJH7Ud4AaABAg
puqaWrEC7tY,I actually like Nickelback,I actually like Nickelback,Brittany thomas,https://yt3.ggpht.com/ytc/AGIKgqOTrMGGxrphQ5huNamnbG1hBkMQy8tG07mNQQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCSfCzbWTtgDNnRN23RRviDw,{'value': 'UCSfCzbWTtgDNnRN23RRviDw'},True,none,0,2019-07-13T21:16:54Z,2019-07-13T21:16:54Z,,UgzjJ_tpNOdSBoIwF0V4AaABAg
puqaWrEC7tY,I like nickelback,I like nickelback,Zombiezarr Zar,https://yt3.ggpht.com/ytc/AGIKgqNsOoLtYYQn5OitJSZg2QUiRi7oG197GBM5yA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCDpf6jKZNIgcV3EhOsQxuKw,{'value': 'UCDpf6jKZNIgcV3EhOsQxuKw'},True,none,0,2019-07-13T07:57:32Z,2019-07-13T07:57:32Z,,UgyncP1dw2azrcwdPyZ4AaABAg
puqaWrEC7tY,I loved listening to Nickelback growing up,I loved listening to Nickelback growing up,Bailey Vidican,https://yt3.ggpht.com/ytc/AGIKgqNTDwNnOZ2m6jH96xbKJBSG745_zyIYca2t0g7q=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCpXlLrlJrvgGIw8jmmeq3wA,{'value': 'UCpXlLrlJrvgGIw8jmmeq3wA'},True,none,0,2019-06-27T00:55:26Z,2019-06-27T00:55:26Z,,UgyuHpp1bMNeNxibBjB4AaABAg
puqaWrEC7tY,"Link, your my favorite","Link, your my favorite",Dean Hymes,https://yt3.ggpht.com/ytc/AGIKgqOnAiEVTmRzqPOiYnn7kB871JFr2iH8v31OxTj1Ww=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCWDwqc0o2FE053yBKffTOdA,{'value': 'UCWDwqc0o2FE053yBKffTOdA'},True,none,0,2019-06-22T16:55:48Z,2019-06-22T16:55:48Z,,UgyaM7TnjMekOdgFTc54AaABAg
puqaWrEC7tY,"Link, I just love you so!","Link, I just love you so!",Kim Colleary,https://yt3.ggpht.com/ytc/AGIKgqNdfn5DCjsG9kFKDA-VIGLnn0Tq1bb4f4-rErAP=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCXM-gV6Gn67TQTeM4n9pTew,{'value': 'UCXM-gV6Gn67TQTeM4n9pTew'},True,none,0,2019-06-18T13:24:15Z,2019-06-18T13:24:15Z,,UgybAPRqqhtjFYL_n1h4AaABAg
